baseline,stddev,threshold,reset_threshold,run_start_time,is_leader
775.0, 9.3, 975, 825, 2024-11-01T18:06:41.482495-04:00, 1
Muon Count,ADC,temperature_ADC,dt,t,t_wait,coinc
92021, 16468, 14723, 670, 48948022, 59, 1
92022, 2208, 14739, 459, 48948481, 87, 0
92023, 12883, 14723, 542, 48949023, 74, 0
92024, 25542, 14723, 549, 48949572, 71, 0
92025, 2768, 14723, 1436, 48951008, 86, 0
92026, 7761, 14739, 424, 48951432, 78, 0
92027, 7777, 14723, 12, 48951444, 78, 0
92028, 3328, 14723, 249, 48951693, 84, 0
92029, 1024, 14723, 73, 48951766, 97, 0
92030, 3536, 14723, 502, 48952268, 83, 0
92031, 7425, 14723, 149, 48952417, 77, 0
92032, 28887, 14723, 205, 48952622, 54, 1
92033, 6145, 14723, 95, 48952717, 79, 0
92034, 19844, 14739, 214, 48952931, 58, 1
92035, 2432, 14723, 379, 48953310, 87, 0
92036, 1728, 14707, 478, 48953788, 90, 0
92037, 976, 14723, 201, 48953989, 98, 0
92038, 20372, 14723, 497, 48954486, 70, 0
92039, 3888, 14723, 217, 48954703, 83, 0
92040, 1808, 14723, 221, 48954924, 89, 0
92041, 1056, 14723, 1710, 48956634, 95, 0
92042, 2192, 14739, 787, 48957421, 87, 0
92043, 5857, 14723, 595, 48958016, 80, 0
92044, 11826, 14723, 241, 48958257, 75, 0
92045, 17492, 14739, 1300, 48959557, 72, 0
92046, 11778, 14739, 177, 48959734, 74, 0
92047, 10210, 14723, 1129, 48960863, 75, 0
92048, 2352, 14739, 480, 48961343, 87, 0
92049, 28967, 14723, 1708, 48963051, 67, 0
92050, 1072, 14723, 902, 48963953, 95, 0
92051, 11474, 14707, 1233, 48965186, 74, 0
92052, 4913, 14739, 501, 48965687, 81, 0
92053, 1040, 14723, 249, 48965936, 96, 0
92054, 29831, 14723, 265, 48966201, 54, 1
92055, 3424, 14723, 143, 48966344, 84, 0
92056, 2464, 14723, 502, 48966846, 87, 0
92057, 18628, 14723, 285, 48967131, 58, 1
92058, 2592, 14723, 60, 48967191, 86, 0
92059, 11074, 14723, 1402, 48968593, 75, 0
92060, 4481, 14723, 1899, 48970492, 81, 0
92061, 1328, 14723, 694, 48971186, 93, 0
92062, 4369, 14723, 134, 48971320, 81, 0
92063, 16900, 14723, 850, 48972170, 72, 0
92064, 17172, 14739, 330, 48972500, 59, 1
92065, 19556, 14739, 574, 48973074, 70, 0
92066, 21157, 14723, 1151, 48974225, 69, 0
92067, 18708, 14723, 1136, 48975361, 70, 0
92068, 3328, 14723, 29, 48975390, 84, 0
92069, 1968, 14723, 289, 48975679, 89, 0
92070, 13123, 14723, 129, 48975808, 73, 0
92071, 23765, 14723, 677, 48976485, 69, 0
92072, 24501, 14723, 1771, 48978256, 69, 0
92073, 2096, 14739, 1129, 48979385, 88, 0
92074, 8850, 14739, 826, 48980211, 76, 0
92075, 1424, 14723, 422, 48980633, 92, 0
92076, 1696, 14739, 321, 48980954, 90, 0
92077, 2192, 14723, 467, 48981421, 88, 0
92078, 1632, 14723, 277, 48981698, 89, 0
92079, 8177, 14723, 125, 48981823, 77, 0
92080, 2240, 14723, 1525, 48983348, 87, 0
92081, 26854, 14723, 113, 48983461, 68, 0
92082, 1040, 14723, 216, 48983677, 96, 0
92083, 9538, 14723, 401, 48984078, 76, 0
92084, 3264, 14739, 1543, 48985621, 78, 1
92085, 992, 14739, 27, 48985648, 97, 0
92086, 1008, 14723, 124, 48985772, 97, 0
92087, 27174, 14723, 670, 48986442, 67, 0
92088, 11538, 14739, 126, 48986568, 74, 0
92089, 10594, 14739, 72, 48986640, 76, 0
92090, 8674, 14723, 2019, 48988659, 77, 0
92091, 12899, 14739, 585, 48989244, 73, 0
92092, 992, 14739, 346, 48989590, 97, 0
92093, 3632, 14723, 907, 48990497, 84, 0
92094, 1488, 14723, 1175, 48991672, 90, 0
92095, 2320, 14723, 1818, 48993490, 87, 0
92096, 2784, 14739, 1872, 48995362, 85, 0
92097, 1152, 14723, 445, 48995807, 95, 0
92098, 18516, 14739, 61, 48995868, 72, 0
92099, 3152, 14707, 299, 48996167, 84, 0
92100, 1936, 14723, 774, 48996941, 88, 0
92101, 16131, 14723, 514, 48997455, 71, 0
92102, 2864, 14707, 638, 48998093, 85, 0
92103, 1104, 14707, 431, 48998524, 95, 0
92104, 4913, 14723, 15, 48998539, 82, 0
92105, 4625, 14723, 978, 48999517, 82, 0
92106, 3040, 14723, 465, 48999982, 85, 0
92107, 20468, 14723, 160, 49000142, 70, 0
92108, 13747, 14723, 307, 49000449, 62, 1
92109, 1120, 14723, 222, 49000671, 95, 0
92110, 3920, 14739, 212, 49000883, 83, 0
92111, 18180, 14723, 1228, 49002111, 58, 1
92112, 1248, 14723, 352, 49002463, 93, 0
92113, 19044, 14739, 71, 49002534, 58, 1
92114, 14931, 14723, 495, 49003029, 72, 0
92115, 1504, 14739, 564, 49003593, 91, 0
92116, 1024, 14739, 400, 49003993, 97, 0
92117, 22117, 14739, 111, 49004104, 57, 1
92118, 4241, 14739, 24, 49004128, 81, 0
92119, 3616, 14739, 235, 49004363, 83, 0
92120, 1120, 14739, 53, 49004416, 95, 0
92121, 1120, 14723, 461, 49004877, 95, 0
92122, 19892, 14723, 1429, 49006306, 58, 1
92123, 1936, 14739, 137, 49006443, 89, 0
92124, 1184, 14739, 110, 49006553, 95, 0
92125, 8210, 14723, 346, 49006899, 77, 0
92126, 4048, 14739, 675, 49007574, 82, 0
92127, 1056, 14739, 318, 49007892, 95, 0
92128, 992, 14723, 270, 49008162, 97, 0
92129, 21573, 14739, 1211, 49009373, 69, 0
92130, 23557, 14739, 779, 49010152, 69, 0
92131, 22725, 14723, 511, 49010663, 68, 0
92132, 22213, 14723, 184, 49010847, 69, 0
92133, 21813, 14723, 1209, 49012056, 70, 0
92134, 11042, 14723, 1993, 49014049, 75, 0
92135, 992, 14739, 479, 49014528, 97, 0
92136, 1248, 14723, 1407, 49015935, 93, 0
92137, 1040, 14723, 21, 49015956, 96, 0
92138, 1472, 14739, 1829, 49017785, 91, 0
92139, 16548, 14723, 459, 49018244, 60, 1
92140, 19044, 14739, 240, 49018484, 69, 0
92141, 1456, 14739, 680, 49019164, 92, 0
92142, 1200, 14739, 499, 49019663, 94, 0
92143, 2464, 14723, 223, 49019886, 86, 0
92144, 1232, 14723, 8, 49019894, 93, 0
92145, 6465, 14723, 487, 49020381, 79, 0
92146, 5457, 14739, 125, 49020506, 80, 0
92147, 4177, 14723, 317, 49020823, 82, 0
92148, 1536, 14739, 468, 49021291, 92, 0
92149, 24565, 14739, 101, 49021392, 69, 0
92150, 15107, 14739, 2215, 49023607, 73, 0
92151, 1088, 14723, 542, 49024149, 95, 0
92152, 1072, 14739, 934, 49025083, 95, 0
92153, 2096, 14739, 1369, 49026452, 88, 0
92154, 1376, 14739, 630, 49027082, 92, 0
92155, 1040, 14739, 715, 49027797, 96, 0
92156, 8402, 14739, 458, 49028255, 77, 0
92157, 1152, 14739, 967, 49029222, 94, 0
92158, 1712, 14739, 894, 49030116, 90, 0
92159, 29287, 14723, 243, 49030359, 67, 0
92160, 12963, 14739, 2950, 49033309, 74, 0
92161, 2720, 14739, 738, 49034047, 86, 0
92162, 3344, 14739, 1313, 49035360, 83, 0
92163, 12755, 14739, 153, 49035513, 74, 0
92164, 18692, 14723, 905, 49036418, 71, 0
92165, 2192, 14739, 361, 49036779, 88, 0
92166, 1024, 14739, 126, 49036905, 96, 0
92167, 22309, 14723, 479, 49037384, 69, 0
92168, 1072, 14739, 935, 49038319, 96, 0
92169, 7201, 14723, 340, 49038659, 78, 0
92170, 22469, 14739, 5, 49038664, 70, 0
92171, 3648, 14723, 64, 49038728, 84, 0
92172, 26310, 14739, 640, 49039368, 55, 1
92173, 1760, 14739, 535, 49039903, 90, 0
92174, 1056, 14739, 510, 49040413, 96, 0
92175, 7409, 14739, 438, 49040851, 78, 0
92176, 20068, 14723, 60, 49040911, 57, 1
92177, 20196, 14739, 741, 49041652, 71, 0
92178, 6593, 14723, 170, 49041822, 79, 0
92179, 2208, 14723, 335, 49042157, 87, 0
92180, 8177, 14723, 419, 49042576, 77, 0
92181, 27430, 14723, 339, 49042915, 68, 0
92182, 1824, 14723, 360, 49043275, 90, 0
92183, 1600, 14707, 1014, 49044289, 90, 0
92184, 36088, 14739, 219, 49044508, 65, 0
92185, 16660, 14723, 1290, 49045798, 72, 0
92186, 1280, 14739, 1231, 49047029, 92, 0
92187, 1120, 14723, 943, 49047972, 94, 0
92188, 1168, 14723, 112, 49048084, 94, 0
92189, 16003, 14723, 145, 49048229, 72, 0
92190, 1024, 14723, 601, 49048830, 96, 0
92191, 20404, 14739, 574, 49049404, 58, 1
92192, 16868, 14723, 7, 49049411, 59, 1
92193, 3232, 14723, 805, 49050216, 84, 0
92194, 17588, 14723, 571, 49050787, 71, 0
92195, 1488, 14723, 1190, 49051977, 92, 0
92196, 2496, 14723, 95, 49052072, 86, 0
92197, 9778, 14723, 1245, 49053317, 76, 0
92198, 1440, 14723, 812, 49054129, 92, 0
92199, 7889, 14723, 404, 49054533, 77, 0
92200, 16932, 14723, 381, 49054914, 71, 0
92201, 7505, 14723, 182, 49055096, 78, 0
92202, 1552, 14723, 13, 49055109, 91, 0
92203, 1248, 14723, 528, 49055637, 93, 0
92204, 1216, 14723, 38, 49055675, 93, 0
92205, 2352, 14723, 892, 49056567, 87, 0
92206, 7265, 14723, 1287, 49057854, 78, 0
92207, 20645, 14723, 445, 49058299, 57, 1
92208, 1120, 14739, 724, 49059023, 95, 0
92209, 9106, 14723, 693, 49059716, 76, 0
92210, 17796, 14723, 506, 49060222, 72, 0
92211, 4817, 14739, 1201, 49061423, 81, 0
92212, 14179, 14723, 210, 49061633, 73, 0
92213, 10338, 14723, 119, 49061752, 75, 0
92214, 20517, 14723, 710, 49062462, 57, 1
92215, 5425, 14739, 2314, 49064776, 80, 0
92216, 14867, 14739, 1217, 49065993, 73, 0
92217, 4289, 14723, 418, 49066411, 82, 0
92218, 11490, 14739, 620, 49067031, 74, 0
92219, 16676, 14739, 283, 49067314, 72, 0
92220, 23061, 14739, 973, 49068287, 70, 0
92221, 8802, 14739, 334, 49068621, 77, 0
92222, 8194, 14723, 347, 49068968, 77, 0
92223, 3712, 14739, 783, 49069751, 83, 0
92224, 7089, 14739, 944, 49070695, 78, 0
92225, 5265, 14723, 136, 49070831, 80, 0
92226, 1040, 14723, 619, 49071450, 96, 0
92227, 3920, 14739, 238, 49071688, 83, 0
92228, 24213, 14739, 14, 49071702, 55, 1
92229, 3856, 14739, 175, 49071877, 83, 0
92230, 1104, 14723, 713, 49072590, 95, 0
92231, 1520, 14739, 1443, 49074033, 91, 0
92232, 1376, 14739, 21, 49074054, 92, 0
92233, 5457, 14739, 471, 49074525, 80, 0
92234, 20661, 14723, 1044, 49075569, 70, 0
92235, 1344, 14723, 572, 49076141, 92, 0
92236, 18388, 14739, 549, 49076690, 70, 0
92237, 17636, 14739, 137, 49076827, 71, 0
92238, 30727, 14739, 501, 49077328, 67, 0
92239, 4737, 14723, 148, 49077476, 81, 0
92240, 3360, 14739, 4, 49077480, 84, 0
92241, 10066, 14739, 92, 49077572, 75, 0
92242, 8482, 14739, 114, 49077686, 77, 0
92243, 6193, 14723, 400, 49078086, 79, 0
92244, 1376, 14707, 1099, 49079185, 92, 0
92245, 11954, 14723, 3409, 49082594, 75, 0
92246, 992, 14739, 1054, 49083648, 96, 0
92247, 6337, 14739, 572, 49084220, 79, 0
92248, 976, 14739, 74, 49084294, 97, 0
92249, 18884, 14739, 65, 49084359, 70, 0
92250, 11570, 14723, 374, 49084733, 73, 0
92251, 19668, 14723, 1680, 49086413, 71, 0
92252, 2976, 14723, 830, 49087243, 85, 0
92253, 5089, 14739, 2456, 49089699, 81, 0
92254, 14307, 14739, 12, 49089711, 73, 0
92255, 1296, 14723, 1551, 49091262, 93, 0
92256, 14467, 14739, 487, 49091749, 73, 0
92257, 3136, 14739, 920, 49092669, 84, 0
92258, 2960, 14723, 1075, 49093744, 79, 1
92259, 6193, 14739, 79, 49093823, 79, 0
92260, 25606, 14739, 544, 49094367, 54, 1
92261, 1664, 14723, 79, 49094446, 90, 0
92262, 2656, 14739, 2441, 49096887, 85, 0
92263, 4257, 14739, 105, 49096992, 83, 0
92264, 1264, 14723, 3095, 49100087, 93, 0
92265, 6465, 14739, 1131, 49101218, 78, 0
92266, 13123, 14739, 808, 49102026, 63, 1
92267, 23893, 14739, 15, 49102041, 69, 0
92268, 7713, 14739, 98, 49102139, 77, 0
92269, 17492, 14723, 3, 49102142, 71, 0
92270, 1904, 14739, 449, 49102591, 88, 0
92271, 17972, 14739, 76, 49102667, 58, 1
92272, 20324, 14739, 956, 49103623, 70, 0
92273, 1488, 14739, 15, 49103638, 91, 0
92274, 4513, 14739, 752, 49104390, 82, 0
92275, 2880, 14739, 180, 49104570, 85, 0
92276, 1024, 14739, 440, 49105010, 96, 0
92277, 7377, 14739, 302, 49105312, 69, 1
92278, 21189, 14739, 559, 49105871, 69, 0
92279, 4129, 14723, 1011, 49106882, 83, 0
92280, 13027, 14739, 1293, 49108175, 74, 0
92281, 12947, 14739, 1014, 49109189, 74, 0
92282, 1856, 14739, 2, 49109191, 89, 0
92283, 2400, 14723, 3608, 49112799, 87, 0
92284, 1824, 14723, 126, 49112925, 89, 0
92285, 4865, 14739, 388, 49113313, 81, 0
92286, 992, 14739, 25, 49113338, 97, 0
92287, 4769, 14739, 1042, 49114380, 82, 0
92288, 1808, 14723, 663, 49115043, 90, 0
92289, 11858, 14723, 17, 49115060, 74, 0
92290, 19956, 14739, 252, 49115312, 57, 1
92291, 992, 14739, 116, 49115428, 97, 0
92292, 4657, 14739, 1754, 49117182, 81, 0
92293, 3232, 14739, 46, 49117228, 84, 0
92294, 19508, 14739, 2265, 49119493, 59, 1
92295, 2112, 14723, 209, 49119702, 87, 0
92296, 1152, 14739, 657, 49120359, 94, 0
92297, 2112, 14739, 6, 49120365, 88, 0
92298, 1120, 14723, 378, 49120743, 95, 0
92299, 9170, 14739, 70, 49120813, 76, 0
92300, 3552, 14739, 70, 49120883, 83, 0
92301, 4897, 14739, 1012, 49121895, 81, 0
92302, 1072, 14723, 36, 49121931, 95, 0
92303, 21557, 14739, 363, 49122294, 57, 1
92304, 2400, 14739, 1034, 49123328, 87, 0
92305, 18484, 14739, 139, 49123467, 70, 0
92306, 34952, 14739, 1020, 49124487, 66, 0
92307, 11330, 14739, 210, 49124697, 74, 0
92308, 18820, 14739, 132, 49124829, 71, 0
92309, 28310, 14739, 221, 49125050, 67, 0
92310, 1536, 14739, 367, 49125417, 92, 0
92311, 8658, 14723, 872, 49126289, 77, 0
92312, 30007, 14723, 359, 49126648, 52, 1
92313, 22437, 14723, 1291, 49127939, 61, 1
92314, 1024, 14723, 49, 49127988, 96, 0
92315, 1792, 14723, 554, 49128542, 90, 0
92316, 2368, 14739, 136, 49128678, 87, 0
92317, 22245, 14739, 127, 49128805, 68, 0
92318, 10386, 14739, 146, 49128951, 75, 0
92319, 9986, 14739, 1751, 49130702, 75, 0
92320, 1040, 14739, 450, 49131152, 96, 0
92321, 6337, 14739, 1250, 49132402, 80, 0
92322, 1088, 14723, 1273, 49133675, 96, 0
92323, 2480, 14739, 180, 49133855, 87, 0
92324, 2048, 14739, 704, 49134559, 89, 0
92325, 4785, 14739, 800, 49135359, 81, 0
92326, 17684, 14723, 783, 49136142, 71, 0
92327, 26470, 14739, 464, 49136606, 54, 1
92328, 8658, 14739, 153, 49136759, 77, 0
92329, 26646, 14739, 87, 49136846, 68, 0
92330, 23941, 14723, 457, 49137303, 69, 0
92331, 9378, 14739, 316, 49137619, 76, 0
92332, 21589, 14723, 365, 49137984, 56, 1
92333, 24293, 14723, 627, 49138611, 70, 0
92334, 1024, 14739, 29, 49138640, 97, 0
92335, 10434, 14739, 762, 49139402, 75, 0
92336, 6161, 14723, 729, 49140131, 79, 0
92337, 2608, 14739, 138, 49140269, 86, 0
92338, 1296, 14739, 209, 49140478, 93, 0
92339, 17060, 14739, 685, 49141163, 71, 0
92340, 26566, 14723, 467, 49141630, 55, 1
92341, 2752, 14739, 75, 49141705, 85, 0
92342, 10674, 14723, 114, 49141819, 75, 0
92343, 18052, 14739, 581, 49142400, 59, 1
92344, 5521, 14739, 159, 49142559, 80, 0
92345, 1168, 14739, 1919, 49144478, 94, 0
92346, 22437, 14739, 263, 49144741, 70, 0
92347, 2144, 14739, 971, 49145712, 88, 0
92348, 1456, 14739, 1762, 49147474, 92, 0
92349, 10946, 14739, 133, 49147607, 74, 0
92350, 3216, 14723, 113, 49147720, 84, 0
92351, 3200, 14723, 36, 49147756, 85, 0
92352, 2944, 14739, 821, 49148577, 84, 0
92353, 4000, 14723, 238, 49148815, 83, 0
92354, 1408, 14739, 213, 49149028, 92, 0
92355, 2080, 14739, 10, 49149038, 89, 0
92356, 33160, 14739, 1206, 49150244, 67, 0
92357, 23029, 14739, 39, 49150283, 69, 0
92358, 1056, 14739, 523, 49150806, 96, 0
92359, 4529, 14739, 522, 49151328, 82, 0
92360, 2736, 14739, 206, 49151534, 85, 0
92361, 12291, 14739, 909, 49152443, 74, 0
92362, 5089, 14739, 7, 49152450, 81, 0
92363, 3008, 14739, 11, 49152461, 85, 0
92364, 1104, 14723, 800, 49153261, 95, 0
92365, 1296, 14739, 1150, 49154411, 93, 0
92366, 3008, 14723, 1652, 49156063, 85, 0
92367, 1184, 14739, 745, 49156808, 94, 0
92368, 28743, 14739, 283, 49157091, 53, 1
92369, 2176, 14739, 522, 49157613, 87, 0
92370, 4641, 14739, 35, 49157648, 82, 0
92371, 15363, 14723, 924, 49158572, 73, 0
92372, 14899, 14723, 829, 49159401, 74, 0
92373, 31127, 14739, 407, 49159808, 66, 0
92374, 2288, 14739, 85, 49159893, 87, 0
92375, 1040, 14739, 241, 49160134, 96, 0
92376, 11010, 14739, 1434, 49161568, 74, 0
92377, 3856, 14739, 62, 49161630, 84, 0
92378, 1120, 14739, 562, 49162192, 96, 0
92379, 2608, 14707, 233, 49162425, 86, 0
92380, 14659, 14739, 761, 49163186, 72, 0
92381, 2704, 14739, 956, 49164142, 86, 0
92382, 8338, 14739, 520, 49164662, 77, 0
92383, 3408, 14739, 997, 49165659, 84, 0
92384, 2112, 14739, 686, 49166345, 88, 0
92385, 10002, 14739, 74, 49166419, 75, 0
92386, 4193, 14739, 242, 49166661, 82, 0
92387, 18116, 14739, 757, 49167418, 71, 0
92388, 4305, 14723, 322, 49167740, 82, 0
92389, 23301, 14755, 172, 49167912, 69, 0
92390, 3504, 14723, 1373, 49169285, 83, 0
92391, 24774, 14739, 222, 49169507, 55, 1
92392, 976, 14739, 2, 49169509, 98, 0
92393, 17060, 14723, 599, 49170108, 71, 0
92394, 8386, 14739, 2123, 49172231, 76, 0
92395, 6081, 14723, 1246, 49173477, 80, 0
92396, 2592, 14739, 95, 49173572, 86, 0
92397, 2464, 14739, 112, 49173684, 87, 0
92398, 2384, 14739, 633, 49174317, 87, 0
92399, 21349, 14739, 1796, 49176113, 69, 0
92400, 5089, 14739, 73, 49176186, 81, 0
92401, 3200, 14739, 24, 49176210, 84, 0
92402, 3424, 14739, 38, 49176248, 84, 0
92403, 2192, 14755, 359, 49176607, 87, 0
92404, 21013, 14739, 68, 49176675, 70, 0
92405, 6993, 14739, 660, 49177335, 78, 0
92406, 10290, 14739, 428, 49177763, 75, 0
92407, 1680, 14755, 1586, 49179349, 90, 0
92408, 23813, 14755, 786, 49180135, 69, 0
92409, 22581, 14755, 466, 49180601, 70, 0
92410, 24533, 14723, 2358, 49182959, 68, 0
92411, 21669, 14755, 900, 49183859, 70, 0
92412, 3648, 14739, 261, 49184120, 83, 0
92413, 1840, 14755, 32, 49184152, 90, 0
92414, 30487, 14739, 180, 49184332, 66, 0
92415, 1216, 14755, 27, 49184359, 93, 0
92416, 1728, 14755, 151, 49184510, 90, 0
92417, 4113, 14755, 139, 49184649, 82, 0
92418, 16564, 14755, 602, 49185251, 71, 0
92419, 17460, 14739, 1250, 49186501, 59, 1
92420, 14419, 14739, 361, 49186862, 72, 0
92421, 4289, 14739, 292, 49187154, 82, 0
92422, 24598, 14739, 312, 49187466, 56, 1
92423, 8962, 14739, 144, 49187610, 75, 0
92424, 1072, 14739, 333, 49187943, 95, 0
92425, 8177, 14739, 1052, 49188995, 77, 0
92426, 16099, 14739, 1201, 49190196, 73, 0
92427, 2864, 14755, 747, 49190943, 85, 0
92428, 4305, 14739, 106, 49191049, 82, 0
92429, 4000, 14755, 776, 49191825, 82, 0
92430, 2352, 14739, 720, 49192545, 87, 0
92431, 1936, 14739, 261, 49192806, 88, 0
92432, 1024, 14739, 268, 49193074, 97, 0
92433, 18948, 14739, 731, 49193805, 71, 0
92434, 20180, 14755, 918, 49194723, 70, 0
92435, 3072, 14739, 25, 49194748, 84, 0
92436, 1888, 14755, 3011, 49197759, 88, 0
92437, 4161, 14739, 64, 49197823, 82, 0
92438, 2592, 14755, 984, 49198807, 85, 0
92439, 1200, 14739, 720, 49199527, 94, 0
92440, 27574, 14739, 261, 49199788, 53, 1
92441, 36648, 14739, 1421, 49201209, 65, 0
92442, 1120, 14755, 711, 49201920, 95, 0
92443, 12451, 14739, 883, 49202803, 74, 0
92444, 14819, 14739, 1323, 49204126, 73, 0
92445, 1824, 14755, 785, 49204911, 89, 0
92446, 4080, 14739, 1537, 49206448, 82, 0
92447, 2384, 14739, 224, 49206672, 86, 0
92448, 2704, 14739, 233, 49206905, 86, 0
92449, 1408, 14739, 22, 49206927, 92, 0
92450, 3168, 14739, 928, 49207855, 84, 0
92451, 6065, 14739, 640, 49208495, 80, 0
92452, 1744, 14723, 1453, 49209948, 89, 0
92453, 1008, 14739, 659, 49210607, 96, 0
92454, 1104, 14739, 52, 49210659, 95, 0
92455, 2720, 14739, 1467, 49212126, 85, 0
92456, 1040, 14739, 1402, 49213528, 96, 0
92457, 1552, 14755, 140, 49213668, 90, 0
92458, 5921, 14755, 1835, 49215503, 79, 0
92459, 1024, 14755, 1612, 49217115, 97, 0
92460, 4513, 14739, 345, 49217460, 82, 0
92461, 21029, 14739, 117, 49217577, 70, 0
92462, 1264, 14739, 318, 49217895, 93, 0
92463, 1008, 14755, 212, 49218107, 97, 0
92464, 2448, 14739, 148, 49218255, 86, 0
92465, 11634, 14755, 17, 49218272, 75, 0
92466, 4113, 14723, 517, 49218789, 82, 0
92467, 3520, 14755, 68, 49218857, 83, 0
92468, 12066, 14755, 441, 49219298, 74, 0
92469, 9810, 14739, 1212, 49220510, 75, 0
92470, 6801, 14755, 1455, 49221965, 78, 0
92471, 3216, 14755, 341, 49222306, 85, 0
92472, 18932, 14755, 41, 49222347, 58, 1
92473, 2048, 14755, 599, 49222946, 88, 0
92474, 21653, 14755, 75, 49223021, 70, 0
92475, 3056, 14739, 268, 49223289, 84, 0
92476, 992, 14755, 867, 49224156, 97, 0
92477, 6113, 14739, 124, 49224280, 79, 0
92478, 20260, 14739, 5, 49224285, 70, 0
92479, 6369, 14739, 612, 49224897, 79, 0
92480, 3264, 14755, 229, 49225126, 84, 0
92481, 27942, 14739, 46, 49225172, 68, 0
92482, 30759, 14739, 375, 49225547, 53, 1
92483, 2192, 14755, 2587, 49228134, 88, 0
92484, 1152, 14739, 1703, 49229837, 95, 0
92485, 11570, 14739, 1202, 49231039, 75, 0
92486, 5457, 14755, 231, 49231270, 81, 0
92487, 7729, 14755, 98, 49231368, 78, 0
92488, 1328, 14755, 430, 49231798, 92, 0
92489, 3488, 14739, 108, 49231906, 83, 0
92490, 3648, 14755, 1588, 49233494, 83, 0
92491, 992, 14739, 269, 49233763, 96, 0
92492, 6321, 14739, 179, 49233942, 79, 0
92493, 1216, 14755, 593, 49234535, 94, 0
92494, 1936, 14739, 119, 49234654, 89, 0
92495, 14147, 14755, 750, 49235404, 72, 0
92496, 6769, 14755, 1211, 49236615, 79, 0
92497, 28919, 14755, 237, 49236852, 67, 0
92498, 20645, 14755, 463, 49237315, 70, 0
92499, 1696, 14755, 355, 49237670, 90, 0
92500, 4369, 14755, 198, 49237868, 81, 0
92501, 31399, 14755, 319, 49238187, 65, 0
92502, 7649, 14755, 1563, 49239750, 77, 0
92503, 9314, 14755, 839, 49240589, 76, 0
92504, 2976, 14755, 855, 49241444, 84, 0
92505, 13011, 14755, 1160, 49242604, 73, 0
92506, 992, 14755, 2019, 49244623, 97, 0
92507, 17476, 14755, 252, 49244875, 72, 0
92508, 7233, 14755, 1014, 49245889, 77, 0
92509, 976, 14755, 96, 49245985, 97, 0
92510, 24085, 14739, 212, 49246197, 69, 0
92511, 10194, 14755, 1342, 49247539, 76, 0
92512, 5553, 14739, 236, 49247775, 80, 0
92513, 1200, 14755, 1570, 49249345, 94, 0
92514, 3008, 14755, 581, 49249926, 85, 0
92515, 4913, 14755, 382, 49250308, 82, 0
92516, 8161, 14739, 435, 49250743, 78, 0
92517, 14563, 14739, 678, 49251421, 56, 1
92518, 1488, 14755, 195, 49251616, 91, 0
92519, 18244, 14739, 534, 49252150, 58, 1
92520, 1296, 14739, 64, 49252214, 92, 0
92521, 4577, 14755, 816, 49253030, 81, 0
92522, 1184, 14755, 910, 49253940, 94, 0
92523, 10946, 14739, 695, 49254635, 75, 0
92524, 18628, 14739, 352, 49254987, 72, 0
92525, 1456, 14739, 486, 49255473, 89, 1
92526, 10338, 14739, 122, 49255595, 75, 0
92527, 23573, 14755, 298, 49255893, 69, 0
92528, 2096, 14755, 527, 49256420, 88, 0
92529, 2800, 14755, 1190, 49257610, 85, 0
92530, 1296, 14755, 337, 49257947, 92, 0
92531, 1536, 14755, 255, 49258202, 91, 0
92532, 7217, 14739, 315, 49258517, 77, 0
92533, 3024, 14755, 47, 49258564, 85, 0
92534, 14515, 14739, 320, 49258884, 73, 0
92535, 3968, 14755, 86, 49258970, 82, 0
92536, 992, 14755, 297, 49259267, 96, 0
92537, 1376, 14755, 27, 49259294, 92, 0
92538, 976, 14755, 432, 49259726, 97, 0
92539, 4641, 14755, 463, 49260189, 81, 0
92540, 14915, 14755, 296, 49260485, 72, 0
92541, 2336, 14739, 27, 49260512, 87, 0
92542, 2976, 14755, 1213, 49261725, 84, 0
92543, 1888, 14755, 286, 49262011, 89, 0
92544, 19092, 14755, 1799, 49263810, 58, 1
92545, 33432, 14755, 412, 49264222, 65, 0
92546, 2576, 14739, 754, 49264976, 86, 0
92547, 976, 14771, 406, 49265382, 97, 0
92548, 33192, 14755, 711, 49266093, 66, 0
92549, 21397, 14739, 206, 49266299, 69, 0
92550, 3968, 14755, 693, 49266992, 83, 0
92551, 4225, 14755, 272, 49267264, 82, 0
92552, 22693, 14755, 552, 49267816, 69, 0
92553, 14755, 14755, 246, 49268062, 73, 0
92554, 3232, 14755, 1485, 49269547, 84, 0
92555, 25590, 14755, 528, 49270075, 54, 1
92556, 12323, 14755, 185, 49270260, 73, 0
92557, 976, 14755, 958, 49271218, 96, 0
92558, 5809, 14755, 636, 49271854, 80, 0
92559, 1376, 14739, 561, 49272415, 92, 0
92560, 1632, 14755, 150, 49272565, 90, 0
92561, 1344, 14755, 31, 49272596, 91, 0
92562, 1024, 14739, 585, 49273181, 97, 0
92563, 2464, 14755, 301, 49273482, 87, 0
92564, 5297, 14739, 1225, 49274707, 80, 0
92565, 1536, 14755, 2595, 49277302, 91, 0
92566, 4561, 14755, 441, 49277743, 82, 0
92567, 1728, 14755, 87, 49277830, 89, 0
92568, 22325, 14755, 93, 49277923, 70, 0
92569, 1536, 14755, 525, 49278448, 91, 0
92570, 5377, 14771, 1649, 49280097, 80, 0
92571, 1840, 14755, 990, 49281087, 89, 0
92572, 24565, 14755, 451, 49281538, 68, 0
