baseline,stddev,threshold,reset_threshold,run_start_time,is_leader
775.0, 9.3, 975, 825, 2024-11-01T18:06:41.482495-04:00, 1
Muon Count,ADC,temperature_ADC,dt,t,t_wait,coinc
16709, 2640, 15283, 428, 8417774, 81, 0
16710, 6609, 15315, 140, 8417914, 73, 0
16711, 16980, 15315, 270, 8418184, 66, 0
16712, 7137, 15299, 68, 8418252, 72, 0
16713, 2064, 15299, 37, 8418289, 82, 0
16714, 1744, 15299, 40, 8418329, 84, 0
16715, 1504, 15299, 468, 8418797, 86, 0
16716, 992, 15299, 379, 8419176, 91, 0
16717, 1008, 15299, 519, 8419695, 92, 0
16718, 13107, 15315, 206, 8419901, 68, 0
16719, 1168, 15315, 1824, 8421725, 89, 0
16720, 26966, 15299, 325, 8422050, 46, 1
16721, 4113, 15299, 807, 8422857, 78, 0
16722, 1040, 15315, 98, 8422955, 94, 0
16723, 24005, 15283, 353, 8423308, 63, 0
16724, 3264, 15299, 1079, 8424387, 78, 0
16725, 5169, 15315, 838, 8425225, 76, 0
16726, 1600, 15283, 51, 8425276, 79, 1
16727, 12130, 15315, 1213, 8426489, 58, 1
16728, 2944, 15315, 1078, 8427567, 73, 1
16729, 1408, 15299, 626, 8428193, 88, 0
16730, 1536, 15299, 308, 8428501, 85, 0
16731, 11746, 15299, 258, 8428759, 67, 0
16732, 11538, 15315, 222, 8428981, 70, 0
16733, 3200, 15299, 166, 8429147, 78, 0
16734, 1088, 15315, 242, 8429389, 91, 0
16735, 3488, 15315, 1110, 8430499, 79, 0
16736, 3584, 15299, 65, 8430564, 78, 0
16737, 5313, 15299, 140, 8430704, 74, 0
16738, 3152, 15299, 75, 8430779, 79, 0
16739, 2464, 15315, 126, 8430905, 79, 0
16740, 1664, 15299, 892, 8431797, 84, 0
16741, 1104, 15299, 1294, 8433091, 88, 0
16742, 11154, 15299, 551, 8433642, 68, 0
16743, 22165, 15315, 1153, 8434795, 63, 0
16744, 4129, 15315, 1181, 8435976, 78, 0
16745, 1088, 15315, 318, 8436294, 87, 0
16746, 13395, 15299, 373, 8436667, 67, 0
16747, 3216, 15299, 178, 8436845, 80, 0
16748, 10626, 15315, 528, 8437373, 71, 0
16749, 5137, 15299, 516, 8437889, 76, 0
16750, 1024, 15299, 727, 8438616, 92, 0
16751, 1104, 15315, 103, 8438719, 90, 0
16752, 24838, 15315, 519, 8439238, 49, 1
16753, 24854, 15299, 3089, 8442327, 44, 1
16754, 6897, 15315, 1250, 8443577, 73, 0
16755, 2336, 15315, 168, 8443745, 82, 0
16756, 1200, 15315, 425, 8444170, 89, 0
16757, 21429, 15315, 965, 8445135, 64, 0
16758, 1296, 15299, 262, 8445397, 87, 0
16759, 1136, 15315, 128, 8445525, 88, 0
16760, 30295, 15315, 49, 8445574, 44, 1
16761, 31895, 15299, 60, 8445634, 61, 0
16762, 22917, 15299, 124, 8445758, 62, 0
16763, 14611, 15299, 640, 8446398, 67, 0
16764, 21573, 15315, 509, 8446907, 50, 1
16765, 8177, 15299, 861, 8447768, 71, 0
16766, 1552, 15299, 91, 8447859, 85, 0
16767, 1024, 15299, 1522, 8449381, 92, 0
16768, 2480, 15299, 422, 8449803, 80, 0
16769, 17812, 15299, 177, 8449980, 66, 0
16770, 1040, 15299, 407, 8450387, 92, 0
16771, 1440, 15283, 74, 8450461, 76, 1
16772, 4449, 15315, 152, 8450613, 75, 0
16773, 22357, 15299, 42, 8450655, 64, 0
16774, 2176, 15299, 346, 8451001, 83, 0
16775, 3232, 15315, 774, 8451775, 78, 0
16776, 3792, 15299, 398, 8452173, 77, 0
16777, 6097, 15299, 1054, 8453227, 73, 0
16778, 12387, 15299, 83, 8453310, 67, 0
16779, 1120, 15299, 107, 8453417, 91, 0
16780, 31175, 15315, 192, 8453609, 40, 1
16781, 1776, 15299, 566, 8454175, 84, 0
16782, 6609, 15299, 181, 8454356, 73, 0
16783, 1136, 15315, 142, 8454498, 90, 0
16784, 2224, 15299, 1622, 8456120, 82, 0
16785, 1104, 15299, 26, 8456146, 90, 0
16786, 1072, 15299, 289, 8456435, 91, 0
16787, 5601, 15299, 582, 8457017, 74, 0
16788, 47275, 15315, 503, 8457520, 37, 1
16789, 49436, 15299, 761, 8458281, 55, 0
16790, 5121, 15299, 35, 8458316, 74, 0
16791, 9746, 15299, 27, 8458343, 71, 0
16792, 1024, 15299, 614, 8458957, 93, 0
16793, 15811, 15299, 83, 8459040, 64, 0
16794, 992, 15299, 554, 8459594, 92, 0
16795, 7201, 15299, 15, 8459609, 71, 0
16796, 34984, 15299, 151, 8459760, 58, 0
16797, 1152, 15315, 165, 8459925, 90, 0
16798, 2224, 15299, 239, 8460164, 84, 0
16799, 1008, 15299, 825, 8460989, 91, 0
16800, 1008, 15299, 242, 8461231, 92, 0
16801, 5553, 15299, 1162, 8462393, 73, 0
16802, 1280, 15299, 141, 8462534, 87, 0
16803, 13219, 15299, 919, 8463453, 67, 0
16804, 3968, 15283, 174, 8463627, 75, 0
16805, 1280, 15299, 629, 8464256, 90, 0
16806, 8642, 15315, 1170, 8465426, 71, 0
16807, 1824, 15315, 121, 8465547, 84, 0
16808, 21013, 15299, 529, 8466076, 63, 0
16809, 17828, 15299, 700, 8466776, 64, 0
16810, 20645, 15299, 556, 8467332, 50, 1
16811, 4401, 15283, 299, 8467631, 75, 0
16812, 1376, 15315, 38, 8467669, 87, 0
16813, 4705, 15299, 85, 8467754, 75, 0
16814, 2512, 15299, 620, 8468374, 81, 0
16815, 1792, 15299, 1210, 8469584, 85, 0
16816, 20052, 15299, 924, 8470508, 65, 0
16817, 5905, 15315, 158, 8470666, 73, 0
16818, 5953, 15299, 397, 8471063, 74, 0
16819, 1952, 15299, 180, 8471243, 82, 0
16820, 2640, 15315, 916, 8472159, 81, 0
16821, 1120, 15299, 583, 8472742, 88, 0
16822, 20148, 15299, 1217, 8473959, 63, 0
16823, 17076, 15299, 307, 8474266, 47, 1
16824, 20292, 15299, 338, 8474604, 65, 0
16825, 1072, 15299, 646, 8475250, 91, 0
16826, 1808, 15299, 294, 8475544, 83, 0
16827, 26102, 15315, 717, 8476261, 46, 1
16828, 1968, 15299, 1338, 8477599, 73, 1
16829, 976, 15315, 474, 8478073, 82, 0
16830, 2688, 15283, 54, 8478127, 81, 0
16831, 18244, 15283, 184, 8478311, 65, 0
16832, 7473, 15299, 1736, 8480047, 72, 0
16833, 2496, 15283, 230, 8480277, 82, 0
16834, 2816, 15315, 1066, 8481343, 80, 0
16835, 24533, 15299, 201, 8481544, 44, 1
16836, 17332, 15283, 777, 8482321, 66, 0
16837, 6017, 15299, 1802, 8484123, 77, 0
16838, 976, 15299, 831, 8484954, 92, 0
16839, 8674, 15299, 225, 8485179, 71, 0
16840, 7665, 15299, 747, 8485926, 72, 0
16841, 7105, 15299, 1128, 8487054, 73, 0
16842, 27958, 15299, 124, 8487178, 47, 1
16843, 12034, 15299, 1207, 8488385, 68, 0
16844, 3216, 15283, 325, 8488710, 80, 0
16845, 9554, 15299, 266, 8488976, 71, 0
16846, 6145, 15299, 138, 8489114, 72, 0
16847, 1024, 15283, 15, 8489129, 91, 0
16848, 2944, 15299, 61, 8489190, 78, 0
16849, 1088, 15315, 1299, 8490489, 91, 0
16850, 18500, 15299, 80, 8490569, 53, 1
16851, 31111, 15299, 950, 8491519, 44, 1
16852, 48283, 15283, 245, 8491764, 37, 1
16853, 1872, 15299, 128, 8491892, 84, 0
16854, 31815, 15299, 42, 8491934, 61, 0
16855, 976, 15299, 293, 8492227, 92, 0
16856, 29863, 15299, 81, 8492308, 61, 0
16857, 1120, 15299, 341, 8492649, 90, 0
16858, 1056, 15299, 183, 8492832, 92, 0
16859, 22661, 15283, 108, 8492940, 49, 1
16860, 1040, 15283, 296, 8493236, 92, 0
16861, 12979, 15299, 314, 8493550, 69, 0
16862, 33880, 15299, 474, 8494024, 60, 0
16863, 17892, 15299, 499, 8494523, 49, 1
16864, 1152, 15283, 965, 8495488, 89, 0
16865, 5265, 15299, 303, 8495791, 75, 0
16866, 19076, 15315, 13, 8495804, 66, 0
16867, 1344, 15299, 693, 8496497, 88, 0
16868, 8754, 15299, 22, 8496519, 72, 0
16869, 8001, 15299, 2490, 8499009, 71, 0
16870, 28102, 15299, 117, 8499126, 62, 0
16871, 1296, 15299, 523, 8499649, 89, 0
16872, 26758, 15299, 434, 8500083, 60, 0
16873, 6049, 15299, 3, 8500086, 74, 0
16874, 11250, 15299, 394, 8500480, 70, 0
16875, 4161, 15283, 36, 8500516, 79, 0
16876, 14227, 15299, 25, 8500541, 68, 0
16877, 27126, 15299, 555, 8501096, 45, 1
16878, 23493, 15283, 89, 8501185, 63, 0
16879, 7185, 15283, 478, 8501663, 73, 0
16880, 7569, 15299, 49, 8501712, 71, 0
16881, 2080, 15299, 550, 8502262, 83, 0
16882, 26118, 15299, 703, 8502965, 63, 0
16883, 24726, 15283, 1635, 8504600, 61, 0
16884, 1120, 15299, 155, 8504755, 91, 0
16885, 1472, 15299, 30, 8504785, 86, 0
16886, 24293, 15283, 302, 8505087, 63, 0
16887, 1248, 15283, 270, 8505357, 88, 0
16888, 6545, 15299, 899, 8506256, 76, 0
16889, 1680, 15299, 259, 8506515, 86, 0
16890, 4385, 15299, 330, 8506845, 77, 0
16891, 4241, 15283, 754, 8507599, 78, 0
16892, 4689, 15299, 2467, 8510066, 77, 0
16893, 2240, 15299, 109, 8510175, 82, 0
16894, 23381, 15299, 1790, 8511965, 47, 1
16895, 2816, 15299, 1065, 8513030, 81, 0
16896, 26502, 15283, 222, 8513252, 47, 1
16897, 3648, 15299, 931, 8514183, 78, 0
16898, 3088, 15299, 758, 8514941, 80, 0
16899, 6177, 15299, 451, 8515392, 74, 0
16900, 5441, 15283, 740, 8516132, 73, 0
16901, 6865, 15299, 229, 8516361, 73, 0
16902, 26710, 15299, 531, 8516892, 61, 0
16903, 1232, 15299, 411, 8517303, 89, 0
16904, 1024, 15299, 678, 8517981, 93, 0
16905, 6433, 15283, 111, 8518092, 73, 0
16906, 5441, 15299, 860, 8518952, 76, 0
16907, 1008, 15299, 233, 8519185, 90, 0
16908, 18500, 15299, 693, 8519878, 67, 0
16909, 1600, 15315, 608, 8520486, 85, 0
16910, 4449, 15299, 388, 8520874, 76, 0
16911, 3872, 15299, 202, 8521076, 78, 0
16912, 6961, 15283, 173, 8521249, 74, 0
16913, 22085, 15299, 979, 8522228, 64, 0
16914, 20485, 15315, 64, 8522292, 48, 1
16915, 1280, 15299, 728, 8523020, 86, 0
16916, 4161, 15299, 128, 8523148, 77, 0
16917, 7297, 15299, 689, 8523837, 71, 0
16918, 3264, 15299, 440, 8524277, 77, 0
16919, 1024, 15299, 293, 8524570, 91, 0
16920, 3888, 15283, 196, 8524766, 77, 0
16921, 30951, 15299, 621, 8525387, 60, 0
16922, 11458, 15299, 340, 8525727, 70, 0
16923, 1824, 15283, 1971, 8527698, 83, 0
16924, 976, 15315, 456, 8528154, 92, 0
16925, 10130, 15299, 331, 8528485, 69, 0
16926, 2960, 15283, 346, 8528831, 80, 0
16927, 1504, 15299, 172, 8529003, 85, 0
16928, 2608, 15299, 20, 8529023, 80, 0
16929, 1056, 15299, 36, 8529059, 90, 0
16930, 2880, 15299, 776, 8529835, 80, 0
16931, 1088, 15299, 841, 8530676, 90, 0
16932, 9762, 15283, 831, 8531507, 70, 0
16933, 12995, 15299, 26, 8531533, 69, 0
16934, 5905, 15299, 397, 8531930, 61, 1
16935, 2544, 15299, 1303, 8533233, 81, 0
16936, 2512, 15283, 2227, 8535460, 80, 0
16937, 12483, 15299, 13, 8535473, 69, 0
16938, 38073, 15283, 562, 8536035, 40, 1
16939, 15683, 15299, 15, 8536050, 54, 1
16940, 26022, 15299, 1441, 8537491, 44, 1
16941, 1200, 15283, 182, 8537673, 89, 0
16942, 19972, 15283, 270, 8537943, 63, 0
16943, 37321, 15299, 279, 8538222, 41, 1
16944, 1056, 15299, 1040, 8539262, 90, 0
16945, 992, 15299, 769, 8540031, 92, 0
16946, 28038, 15299, 23, 8540054, 61, 0
16947, 15155, 15299, 25, 8540079, 53, 1
16948, 18596, 15299, 191, 8540270, 64, 0
16949, 1632, 15299, 67, 8540337, 84, 0
16950, 16355, 15299, 157, 8540494, 67, 0
16951, 4913, 15299, 152, 8540646, 76, 0
16952, 5377, 15299, 1306, 8541952, 77, 0
16953, 1056, 15299, 109, 8542061, 90, 0
16954, 8514, 15299, 35, 8542096, 71, 0
16955, 1040, 15299, 728, 8542824, 92, 0
16956, 19924, 15283, 20, 8542844, 65, 0
16957, 1184, 15299, 179, 8543023, 91, 0
16958, 24117, 15299, 524, 8543547, 43, 1
16959, 3184, 15299, 426, 8543973, 79, 0
16960, 7393, 15283, 2702, 8546675, 72, 0
16961, 1152, 15299, 302, 8546977, 88, 0
16962, 22981, 15299, 38, 8547015, 65, 0
16963, 1328, 15299, 336, 8547351, 88, 0
16964, 2272, 15299, 87, 8547438, 83, 0
16965, 1104, 15283, 573, 8548011, 89, 0
16966, 6673, 15299, 290, 8548301, 72, 0
16967, 2496, 15299, 49, 8548350, 80, 0
16968, 7777, 15299, 394, 8548744, 73, 0
16969, 1328, 15283, 159, 8548903, 87, 0
16970, 20260, 15267, 1356, 8550259, 65, 0
16971, 4161, 15299, 915, 8551174, 76, 0
16972, 7617, 15283, 158, 8551332, 71, 0
16973, 1152, 15283, 105, 8551437, 91, 0
16974, 18916, 15299, 905, 8552342, 46, 1
16975, 2960, 15299, 292, 8552634, 81, 0
16976, 1040, 15283, 26, 8552660, 92, 0
16977, 1808, 15299, 80, 8552740, 84, 0
16978, 1712, 15283, 480, 8553220, 84, 0
16979, 1584, 15299, 1334, 8554554, 86, 0
16980, 12307, 15299, 820, 8555374, 68, 0
16981, 2304, 15299, 453, 8555827, 81, 0
16982, 1424, 15299, 641, 8556468, 84, 0
16983, 4561, 15299, 16, 8556484, 75, 0
16984, 3984, 15299, 557, 8557041, 77, 0
16985, 1104, 15283, 455, 8557496, 89, 0
16986, 10802, 15283, 272, 8557768, 70, 0
16987, 2320, 15299, 409, 8558177, 82, 0
16988, 2064, 15299, 177, 8558354, 85, 0
16989, 20485, 15283, 11, 8558365, 65, 0
16990, 3888, 15283, 103, 8558468, 81, 0
16991, 1344, 15283, 89, 8558557, 88, 0
16992, 2352, 15299, 342, 8558899, 81, 0
16993, 3616, 15283, 513, 8559412, 79, 0
16994, 20693, 15299, 888, 8560300, 63, 0
16995, 2400, 15283, 505, 8560805, 82, 0
16996, 9154, 15283, 1155, 8561960, 71, 0
16997, 31111, 15299, 35, 8561995, 61, 0
16998, 6001, 15283, 360, 8562355, 75, 0
16999, 25446, 15283, 255, 8562610, 62, 0
17000, 6017, 15283, 520, 8563130, 75, 0
17001, 992, 15299, 785, 8563915, 91, 0
17002, 1232, 15283, 578, 8564493, 90, 0
17003, 1696, 15283, 687, 8565180, 85, 0
17004, 2528, 15283, 806, 8565986, 80, 0
17005, 992, 15283, 190, 8566176, 93, 0
17006, 2976, 15283, 443, 8566619, 81, 0
17007, 6673, 15283, 54, 8566673, 72, 0
17008, 11234, 15283, 566, 8567239, 71, 0
17009, 24870, 15283, 116, 8567355, 64, 0
17010, 7249, 15283, 336, 8567691, 71, 0
17011, 18356, 15283, 542, 8568233, 66, 0
17012, 3328, 15283, 180, 8568413, 79, 0
17013, 1120, 15299, 101, 8568514, 89, 0
17014, 4353, 15299, 1188, 8569702, 78, 0
17015, 1344, 15283, 796, 8570498, 87, 0
17016, 4097, 15299, 414, 8570912, 68, 1
17017, 1104, 15283, 371, 8571283, 90, 0
17018, 2304, 15299, 88, 8571371, 81, 0
17019, 1184, 15299, 256, 8571627, 90, 0
17020, 9874, 15283, 579, 8572206, 71, 0
17021, 2128, 15283, 103, 8572309, 83, 0
17022, 4497, 15299, 350, 8572659, 75, 0
17023, 1072, 15299, 708, 8573367, 91, 0
17024, 5313, 15299, 414, 8573781, 76, 0
17025, 2592, 15283, 558, 8574339, 82, 0
17026, 2352, 15283, 186, 8574525, 82, 0
17027, 33448, 15283, 145, 8574670, 43, 1
17028, 10146, 15283, 544, 8575214, 70, 0
17029, 2768, 15299, 375, 8575589, 79, 0
17030, 10306, 15283, 195, 8575784, 70, 0
17031, 10786, 15283, 479, 8576263, 69, 0
17032, 1200, 15283, 148, 8576411, 87, 0
17033, 1248, 15283, 488, 8576899, 87, 0
17034, 7201, 15299, 544, 8577443, 72, 0
17035, 6401, 15299, 718, 8578161, 73, 0
17036, 2944, 15283, 1186, 8579347, 79, 0
17037, 1248, 15299, 2, 8579349, 89, 0
17038, 2816, 15299, 547, 8579896, 81, 0
17039, 30823, 15299, 227, 8580123, 60, 0
17040, 25686, 15299, 1028, 8581151, 62, 0
17041, 2528, 15299, 365, 8581516, 81, 0
17042, 7633, 15299, 137, 8581653, 73, 0
17043, 1024, 15299, 455, 8582108, 91, 0
17044, 1488, 15299, 1609, 8583717, 85, 0
17045, 1024, 15299, 853, 8584570, 92, 0
17046, 3760, 15283, 249, 8584819, 79, 0
17047, 1104, 15299, 751, 8585570, 90, 0
17048, 3296, 15299, 54, 8585624, 77, 0
17049, 7905, 15283, 113, 8585737, 71, 0
17050, 7569, 15283, 45, 8585782, 72, 0
17051, 1456, 15299, 118, 8585900, 86, 0
17052, 1792, 15299, 3, 8585903, 84, 0
17053, 5281, 15299, 769, 8586672, 77, 0
17054, 1104, 15299, 240, 8586912, 88, 0
17055, 7921, 15299, 98, 8587010, 72, 0
17056, 1072, 15299, 560, 8587570, 92, 0
17057, 20725, 15283, 342, 8587912, 63, 0
17058, 1664, 15299, 229, 8588141, 83, 0
17059, 13107, 15299, 96, 8588237, 69, 0
17060, 5217, 15299, 861, 8589098, 76, 0
17061, 28502, 15299, 23, 8589121, 60, 0
17062, 2832, 15299, 396, 8589517, 79, 0
17063, 3600, 15283, 202, 8589719, 78, 0
17064, 1424, 15299, 145, 8589864, 86, 0
17065, 1120, 15283, 573, 8590437, 91, 0
17066, 16227, 15283, 1955, 8592392, 65, 0
17067, 1328, 15315, 367, 8592759, 88, 0
17068, 6721, 15283, 19, 8592778, 74, 0
17069, 1152, 15283, 615, 8593393, 90, 0
17070, 1216, 15299, 119, 8593512, 89, 0
17071, 20228, 15299, 207, 8593719, 65, 0
17072, 3664, 15299, 71, 8593790, 78, 0
17073, 1520, 15283, 918, 8594708, 85, 0
17074, 1296, 15315, 190, 8594898, 88, 0
17075, 1952, 15299, 11, 8594909, 83, 0
17076, 17764, 15315, 979, 8595888, 51, 1
17077, 20292, 15299, 424, 8596312, 64, 0
17078, 1728, 15283, 516, 8596828, 87, 0
17079, 19764, 15299, 99, 8596927, 64, 0
17080, 5121, 15299, 312, 8597239, 76, 0
17081, 5185, 15299, 161, 8597400, 75, 0
17082, 2672, 15299, 196, 8597596, 81, 0
17083, 1088, 15299, 426, 8598022, 92, 0
17084, 1472, 15283, 201, 8598223, 86, 0
17085, 1088, 15299, 133, 8598356, 90, 0
17086, 3504, 15299, 1094, 8599450, 79, 0
17087, 2144, 15299, 104, 8599554, 82, 0
17088, 9058, 15299, 225, 8599779, 71, 0
17089, 1440, 15299, 213, 8599992, 85, 0
17090, 27926, 15283, 1266, 8601258, 46, 1
17091, 4048, 15299, 781, 8602039, 77, 0
17092, 4401, 15283, 355, 8602394, 63, 1
17093, 6593, 15299, 95, 8602489, 73, 0
17094, 5441, 15299, 1424, 8603913, 75, 0
17095, 13843, 15299, 682, 8604595, 65, 0
17096, 1568, 15299, 62, 8604657, 84, 0
17097, 4016, 15299, 220, 8604877, 66, 1
17098, 22405, 15283, 64, 8604941, 61, 0
17099, 33416, 15299, 52, 8604993, 42, 1
17100, 3792, 15283, 1389, 8606382, 77, 0
17101, 1184, 15283, 2665, 8609047, 88, 0
17102, 16836, 15299, 155, 8609202, 68, 0
17103, 1296, 15299, 181, 8609383, 87, 0
17104, 1552, 15299, 414, 8609797, 86, 0
17105, 21989, 15283, 156, 8609953, 65, 0
17106, 3152, 15283, 72, 8610025, 78, 0
17107, 8161, 15283, 1104, 8611129, 60, 1
17108, 2048, 15283, 933, 8612062, 84, 0
17109, 2400, 15299, 643, 8612705, 80, 0
17110, 11138, 15283, 386, 8613091, 70, 0
17111, 976, 15299, 1234, 8614325, 91, 0
17112, 24037, 15283, 490, 8614815, 49, 1
17113, 2512, 15299, 181, 8614996, 81, 0
17114, 26790, 15299, 385, 8615381, 45, 1
17115, 4945, 15299, 698, 8616079, 76, 0
17116, 24229, 15299, 1123, 8617202, 49, 1
17117, 10370, 15299, 80, 8617282, 69, 0
17118, 17876, 15283, 1234, 8618516, 50, 1
17119, 9874, 15299, 10, 8618526, 69, 0
17120, 3072, 15299, 157, 8618683, 79, 0
17121, 18980, 15299, 23, 8618706, 63, 0
17122, 14547, 15283, 192, 8618898, 68, 0
17123, 1760, 15299, 551, 8619449, 86, 0
17124, 11810, 15299, 935, 8620384, 69, 0
17125, 1088, 15283, 1376, 8621760, 90, 0
17126, 1168, 15299, 256, 8622016, 91, 0
17127, 1088, 15299, 92, 8622108, 90, 0
17128, 992, 15283, 226, 8622334, 91, 0
17129, 22069, 15299, 181, 8622515, 64, 0
17130, 23973, 15283, 128, 8622643, 47, 1
17131, 2144, 15299, 439, 8623082, 83, 0
17132, 1472, 15299, 513, 8623595, 85, 0
17133, 5713, 15283, 34, 8623629, 74, 0
17134, 3024, 15299, 60, 8623689, 80, 0
17135, 1360, 15299, 959, 8624648, 86, 0
17136, 976, 15283, 929, 8625577, 93, 0
17137, 20533, 15283, 100, 8625677, 49, 1
17138, 24405, 15299, 314, 8625991, 62, 0
17139, 4609, 15299, 556, 8626547, 75, 0
17140, 6865, 15283, 1843, 8628390, 73, 0
17141, 2768, 15299, 194, 8628584, 81, 0
17142, 992, 15283, 67, 8628651, 92, 0
17143, 1040, 15283, 496, 8629147, 91, 0
17144, 8194, 15283, 461, 8629608, 72, 0
17145, 2080, 15299, 1282, 8630890, 82, 0
17146, 976, 15283, 2568, 8633458, 93, 0
17147, 2736, 15283, 240, 8633698, 81, 0
17148, 30183, 15283, 100, 8633798, 64, 0
17149, 4016, 15283, 1070, 8634868, 77, 0
17150, 47963, 15283, 179, 8635047, 38, 1
17151, 3152, 15299, 2085, 8637132, 78, 0
17152, 1056, 15299, 150, 8637282, 91, 0
17153, 4000, 15283, 333, 8637615, 80, 0
17154, 6321, 15299, 828, 8638443, 74, 0
17155, 1632, 15283, 137, 8638580, 87, 0
17156, 2704, 15299, 65, 8638645, 81, 0
17157, 6449, 15283, 304, 8638949, 73, 0
17158, 16035, 15283, 736, 8639685, 66, 0
17159, 992, 15283, 677, 8640362, 86, 0
17160, 37817, 15299, 1457, 8641819, 58, 0
17161, 13315, 15283, 93, 8641912, 67, 0
17162, 21125, 15283, 473, 8642385, 64, 0
17163, 21141, 15283, 107, 8642492, 65, 0
17164, 4080, 15283, 699, 8643191, 77, 0
17165, 2192, 15283, 919, 8644110, 81, 0
17166, 1088, 15267, 278, 8644388, 90, 0
17167, 992, 15283, 953, 8645341, 95, 0
17168, 1744, 15283, 22, 8645363, 85, 0
17169, 31751, 15283, 886, 8646249, 60, 0
17170, 22069, 15283, 11, 8646260, 49, 1
17171, 1024, 15283, 448, 8646708, 92, 0
17172, 976, 15283, 94, 8646802, 93, 0
17173, 10002, 15299, 97, 8646899, 69, 0
17174, 17124, 15299, 31, 8646930, 65, 0
17175, 1040, 15299, 117, 8647047, 92, 0
17176, 3040, 15299, 2155, 8649202, 80, 0
17177, 1584, 15299, 140, 8649342, 84, 0
17178, 4801, 15299, 102, 8649444, 76, 0
17179, 1024, 15283, 1860, 8651304, 91, 0
17180, 1120, 15283, 46, 8651350, 91, 0
17181, 5633, 15299, 493, 8651843, 74, 0
17182, 1488, 15283, 263, 8652106, 86, 0
17183, 1088, 15283, 518, 8652624, 91, 0
17184, 976, 15299, 179, 8652803, 93, 0
17185, 1200, 15283, 115, 8652918, 88, 0
17186, 23125, 15299, 647, 8653565, 47, 1
17187, 1024, 15299, 398, 8653963, 93, 0
17188, 1152, 15283, 1572, 8655535, 90, 0
17189, 4369, 15283, 1070, 8656605, 78, 0
17190, 10754, 15299, 289, 8656894, 68, 0
17191, 6097, 15299, 976, 8657870, 73, 0
17192, 4385, 15283, 168, 8658038, 76, 0
17193, 45115, 15283, 403, 8658441, 55, 0
17194, 41386, 15283, 555, 8658996, 43, 1
17195, 1088, 15283, 715, 8659711, 90, 0
17196, 1024, 15283, 779, 8660490, 90, 0
17197, 8466, 15299, 655, 8661145, 71, 0
17198, 2816, 15299, 771, 8661916, 79, 0
17199, 1440, 15299, 1057, 8662973, 87, 0
17200, 17028, 15299, 669, 8663642, 67, 0
17201, 18516, 15283, 129, 8663771, 62, 0
17202, 7265, 15283, 303, 8664074, 71, 0
17203, 4753, 15283, 103, 8664177, 65, 1
17204, 1104, 15283, 406, 8664583, 90, 0
17205, 27270, 15299, 1156, 8665739, 44, 1
17206, 3920, 15299, 568, 8666307, 77, 0
17207, 1312, 15283, 161, 8666468, 82, 1
17208, 2384, 15299, 381, 8666849, 81, 0
17209, 992, 15283, 244, 8667093, 93, 0
17210, 2464, 15283, 509, 8667602, 80, 0
17211, 54573, 15283, 630, 8668232, 55, 0
17212, 19940, 15283, 470, 8668702, 48, 1
17213, 31927, 15283, 473, 8669175, 46, 1
17214, 6625, 15283, 253, 8669428, 71, 0
17215, 1120, 15283, 669, 8670097, 85, 1
17216, 12178, 15283, 1255, 8671352, 68, 0
17217, 1088, 15283, 494, 8671846, 91, 0
17218, 8418, 15267, 315, 8672161, 57, 1
17219, 1056, 15299, 7, 8672168, 90, 0
17220, 3888, 15283, 153, 8672321, 74, 0
17221, 4705, 15299, 578, 8672899, 76, 0
17222, 5121, 15283, 97, 8672996, 76, 0
17223, 2208, 15299, 122, 8673118, 83, 0
17224, 13651, 15283, 1137, 8674255, 67, 0
17225, 1728, 15299, 589, 8674844, 85, 0
17226, 17156, 15299, 229, 8675073, 66, 0
17227, 1312, 15299, 61, 8675134, 87, 0
17228, 3504, 15283, 1227, 8676361, 79, 0
17229, 16948, 15299, 184, 8676545, 49, 1
17230, 11186, 15299, 34, 8676579, 69, 0
17231, 2896, 15299, 572, 8677151, 80, 0
17232, 2608, 15299, 762, 8677913, 80, 0
17233, 1680, 15299, 307, 8678220, 84, 0
17234, 35672, 15299, 551, 8678771, 39, 1
17235, 6561, 15283, 294, 8679065, 74, 0
17236, 3904, 15299, 1096, 8680161, 79, 0
17237, 32087, 15283, 225, 8680386, 62, 0
17238, 4897, 15299, 333, 8680719, 74, 0
17239, 2128, 15299, 499, 8681218, 82, 0
17240, 4657, 15283, 824, 8682042, 76, 0
17241, 7729, 15283, 233, 8682275, 73, 0
17242, 27494, 15283, 329, 8682604, 40, 1
17243, 2368, 15283, 1544, 8684148, 82, 0
17244, 1600, 15283, 113, 8684261, 84, 0
17245, 3504, 15299, 391, 8684652, 78, 0
17246, 5985, 15283, 1297, 8685949, 73, 0
17247, 1088, 15283, 253, 8686202, 90, 0
17248, 2176, 15299, 139, 8686341, 82, 0
17249, 1376, 15299, 38, 8686379, 87, 0
17250, 28198, 15283, 3073, 8689452, 45, 1
17251, 3920, 15283, 503, 8689955, 79, 0
17252, 2448, 15283, 116, 8690071, 81, 0
17253, 19380, 15283, 1227, 8691298, 64, 0
17254, 12371, 15283, 1206, 8692504, 66, 0
17255, 30807, 15283, 231, 8692735, 61, 0
17256, 23285, 15283, 230, 8692965, 64, 0
17257, 33832, 15283, 2266, 8695231, 41, 1
17258, 1856, 15299, 2786, 8698017, 82, 0
17259, 11186, 15299, 72, 8698089, 69, 0
17260, 976, 15299, 1226, 8699315, 93, 0
17261, 992, 15299, 295, 8699610, 93, 0
